Title,Author,Rate
"The Iron King (The Iron Fey, #1)",Julie Kagawa,3.88
The Zombie Room,R.D. Ronald,4.16
Brideshead Revisited,Evelyn Waugh,4.00
North and South,Elizabeth Gaskell,4.13
Persuasion,Jane Austen,4.14
World War Z: An Oral History of the Zombie War,Max Brooks,4.01
The God Delusion,Richard Dawkins,3.89
The Complete Poems of Emily Dickinson,Emily Dickinson,4.24
The War of the Worlds,H.G. Wells,3.83
"Wizard's First Rule (Sword of Truth, #1)",Terry Goodkind,4.12
"The Witching Hour (Lives of the Mayfair Witches, #1)",Anne Rice,4.10
"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,4.54
"Torment (Fallen, #2)",Lauren Kate,3.85
Vanity Fair,William Makepeace Thackeray,3.79
"Angels & Demons (Robert Langdon, #1)",Dan Brown,3.92
Snow Crash,Neal Stephenson,4.03
"Cry, the Beloved Country",Alan Paton,3.89
The Woman in White,Wilkie Collins,3.99
"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,4.16
Johnny Got His Gun,Dalton Trumbo,4.18
"Ignite Me (Shatter Me, #3)",Tahereh Mafi,4.40
"A Discovery of Witches (All Souls, #1)",Deborah Harkness,4.01
"Chocolat (Chocolat, #1)",Joanne Harris,3.95
"Bared to You (Crossfire, #1)",Sylvia Day,4.17
"Unwind (Unwind, #1)",Neal Shusterman,4.16
"The Elite (The Selection, #2)",Kiera Cass,3.98
"The Summoning (Darkest Powers, #1)",Kelley Armstrong,4.01
"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray,3.79
"Halfway to the Grave (Night Huntress, #1)",Jeaniene Frost,4.13
"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)",Cassandra Clare,4.56
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Greg Mortenson,3.65
Cannery Row (Cannery Row #1),John Steinbeck,4.05
"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles,4.05
Swann's Way,Marcel Proust,4.12
Trainspotting (Mark Renton #2),Irvine Welsh,4.07
"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,4.04
Just Listen,Sarah Dessen,4.05
The Polar Express,Chris Van Allsburg,4.31
The Truth About Forever,Sarah Dessen,4.12
Sarah's Key,Tatiana de Rosnay,4.16
A Christmas Carol,Charles Dickens,4.07
Ishmael,Daniel Quinn,3.98
The Arabian Nights,Anonymous,4.03
Far From the Madding Crowd,Thomas Hardy,3.95
Are You My Mother?,P.D. Eastman,4.19
The Goldfinch,Donna Tartt,3.92
Much Ado About Nothing,William Shakespeare,4.05
"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket,3.97
Lady Chatterley's Lover,D.H. Lawrence,3.51
Cutting for Stone,Abraham   Verghese,4.29
"Hyperion (Hyperion Cantos, #1)",Dan Simmons,4.24
"Acheron (Dark-Hunter, #14)",Sherrilyn Kenyon,4.55
"Angelfall (Penryn & the End of Days, #1)",Susan Ee,4.11
"Little House on the Prairie (Little House, #3)",Laura Ingalls Wilder,4.20
Nine Stories,J.D. Salinger,4.17
"Silence (Hush, Hush, #3)",Becca Fitzpatrick,4.09
Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,4.20
"You Are Special (Wemmicksville, #1)",Max Lucado,4.43
"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin,4.03
"The Hate U Give (The Hate U Give, #1)",Angie Thomas,4.50
"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken,4.16
"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis,3.91
"The Bronze Horseman (The Bronze Horseman, #1)",Paullina Simons,4.29
"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris,4.11
"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,3.93
The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,4.47
"P.S. I Love You (P.S. I Love You, #1)",Cecelia Ahern,4.02
"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,4.46
Twelfth Night,William Shakespeare,3.98
I Capture the Castle,Dodie Smith,4.00
"Little House in the Big Woods (Little House, #1)",Laura Ingalls Wilder,4.18
"Sabriel (Abhorsen,  #1)",Garth Nix,4.15
"Slammed (Slammed, #1)",Colleen Hoover,4.23
A Little Life,Hanya Yanagihara,4.32
The Last Lecture,Randy Pausch,4.24
Being and Time,Martin Heidegger,4.04
A Monster Calls,Patrick Ness,4.33
The Hours,Michael Cunningham,3.94
"Drums of Autumn (Outlander, #4)",Diana Gabaldon,4.33
Anne of Avonlea (Anne of Green Gables #2),L.M. Montgomery,4.20
"The Goose Girl (The Books of Bayern, #1)",Shannon Hale,4.11
"The Red Pyramid (The Kane Chronicles, #1)",Rick Riordan,4.09
No Country for Old Men,Cormac McCarthy,4.11
Julius Caesar,William Shakespeare,3.69
"The Last Unicorn (The Last Unicorn, #1)",Peter S. Beagle,4.15
The Glass Menagerie,Tennessee Williams,3.72
Invisible Monsters,Chuck Palahniuk,3.98
We Need to Talk About Kevin,Lionel Shriver,4.05
"World Without End (Kingsbridge, #2)",Ken Follett,4.27
"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,4.08
"Night  (The Night Trilogy, #1)",Elie Wiesel,4.35
"Hunted (House of Night, #5)",P.C. Cast,3.92
Sense and Sensibility,Jane Austen,4.08
"The Bean Trees (Greer Family, #1)",Barbara Kingsolver,3.98
Cyrano de Bergerac,Edmond Rostand,4.06
The Westing Game,Ellen Raskin,4.01
"Wicked Lovely (Wicked Lovely, #1)",Melissa Marr,3.69
The Merchant of Venice,William Shakespeare,3.79
It Ends with Us,Colleen Hoover,4.44
Interpreter of Maladies,Jhumpa Lahiri,4.16
"A Dog's Purpose (A Dog's Purpose, #1)",W. Bruce Cameron,4.34
"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward,4.33
All the King's Men,Robert Penn Warren,4.07
Before I Fall,Lauren Oliver,3.89
One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,3.97
"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,4.75
Peace Like a River,Leif Enger,3.98
I'll Give You the Sun,Jandy Nelson,4.15
Gravity's Rainbow,Thomas Pynchon,3.97
"The Queen of the Damned (The Vampire Chronicles, #3)",Anne Rice,3.89
The Nightingale,Kristin Hannah,4.58
The Art of War,Sun Tzu,3.97
"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,4.26
"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness,3.97
"Cress (The Lunar Chronicles, #3)",Marissa Meyer,4.41
"The Silver Chair (Chronicles of Narnia, #4)",C.S. Lewis,3.95
"Left Behind (Left Behind, #1)",Tim LaHaye,3.84
Foucault's Pendulum,Umberto Eco,3.90
The Haunting of Hill House,Shirley Jackson,3.83
The Memory Keeper's Daughter,Kim Edwards,3.68
The Wasp Factory,Iain Banks,3.80
"Poison Study (Study, #1)",Maria V. Snyder,4.09
"Inheritance (The Inheritance Cycle, #4)",Christopher Paolini,4.10
Mistress Suffragette,Diana   Forbes,4.30
"The Scorch Trials (The Maze Runner, #2)",James Dashner,3.90
"The Eyre Affair (Thursday Next, #1)",Jasper Fforde,3.87
"Where She Went (If I Stay, #2)",Gayle Forman,4.00
"The Secret (The Secret, #1)",Rhonda Byrne,3.71
Mythology,Edith Hamilton,4.02
Emma,Jane Austen,4.03
If on a Winter's Night a Traveler,Italo Calvino,4.05
"The Talisman (The Talisman, #1)",Stephen King,4.13
"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,3.96
Seabiscuit: An American Legend,Laura Hillenbrand,4.19
Native Son,Richard Wright,4.00
"Darkfever (Fever, #1)",Karen Marie Moning,4.06
"Prince Caspian (Chronicles of Narnia, #2)",C.S. Lewis,3.97
"Shadowfever (Fever, #5)",Karen Marie Moning,4.39
1Q84 (1Q84 #1-3),Haruki Murakami,3.93
"Oedipus Rex  (The Theban Plays, #1)",Sophocles,3.72
"Inferno (Robert Langdon, #4)",Dan Brown,3.87
"Gone (Gone, #1)",Michael  Grant,3.86
"The Left Hand of Darkness (Hainish Cycle, #4)",Ursula K. Le Guin,4.08
"The Killer Angels (The Civil War Trilogy, #2)",Michael Shaara,4.31
The History of Love,Nicole Krauss,3.92
"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,4.00
The Night Before Christmas,Clement C. Moore,4.38
The Girl on the Train,Paula Hawkins,3.94
Macbeth,William Shakespeare,3.91
Rosencrantz and Guildenstern Are Dead,Tom Stoppard,4.04
"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,4.04
House of Sand and Fog,Andre Dubus III,3.85
The Yellow Wallpaper and Other Stories,Charlotte Perkins Gilman,4.05
A People's History of the United States,Howard Zinn,4.06
I Am Legend and Other Stories,Richard Matheson,4.00
"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,4.42
"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,4.54
"Lover Unbound (Black Dagger Brotherhood, #5)",J.R. Ward,4.31
Possession,A.S. Byatt,3.87
A Brief History of Time,Stephen Hawking,4.19
"Pretties (Uglies, #2)",Scott Westerfeld,3.84
The Blind Assassin,Margaret Atwood,3.95
"One for the Money (Stephanie Plum, #1)",Janet Evanovich,4.04
"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,4.00
John Adams,David McCullough,4.05
Veronika Decides to Die,Paulo Coelho,3.71
"Alanna: The First Adventure (Song of the Lioness, #1)",Tamora Pierce,4.24
"Champion (Legend, #3)",Marie Lu,4.33
The Magus,John Fowles,4.05
"The Fiery Cross (Outlander, #5)",Diana Gabaldon,4.23
"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,4.16
"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,4.13
Papillon,Henri Charrière,4.20
"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,4.27
Twenty Thousand Leagues Under the Sea,Jules Verne,3.89
"Night Watch (Discworld, #29; City Watch, #6)",Terry Pratchett,4.46
Watchers,Dean Koontz,4.17
Howl and Other Poems,Allen Ginsberg,4.13
"A Breath of Snow and Ashes (Outlander, #6)",Diana Gabaldon,4.42
"The Cruel Prince (The Folk of the Air, #1)",Holly Black,4.10
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,4.14
"Red, White & Royal Blue",Casey McQuiston,4.21
"Carry On (Simon Snow, #1)",Rainbow Rowell,4.20
"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",Jenny Han,4.09
Grimm's Fairy Tales,Jacob Grimm,4.13
"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",Ally Carter,3.83
The Trigger: Hunting the Assassin Who Brought the World to War,Tim Butcher,3.68
Prodigal Summer,Barbara Kingsolver,4.00
"Tempted (House of Night, #6)",P.C. Cast,3.94
Corelli's Mandolin,Louis de Bernières,3.99
Cosmos,Carl Sagan,4.37
"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,3.81
The Bluest Eye,Toni Morrison,4.09
Under the Dome,Stephen King,3.91
Jitterbug Perfume,Tom Robbins,4.20
The Aeneid,Virgil,3.85
The Big Sleep,Raymond Chandler,3.96
A Heartbreaking Work of Staggering Genius,Dave Eggers,3.68
Ugly Love,Colleen Hoover,4.27
"Prodigy (Legend, #2)",Marie Lu,4.24
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,3.99
Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,4.20
The Sirens of Titan,Kurt Vonnegut Jr.,4.14
The Book of Mormon: Another Testament of Jesus Christ,Anonymous,4.30
The Elegance of the Hedgehog,Muriel Barbery,3.78
"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",Becky Albertalli,4.22
The Ocean at the End of the Lane,Neil Gaiman,4.00
"Unravel Me (Shatter Me, #2)",Tahereh Mafi,4.19
The Magic Mountain,Thomas Mann,4.10
"The Alienist (Dr. Laszlo Kreizler, #1)",Caleb Carr,4.05
"Odd Thomas (Odd Thomas, #1)",Dean Koontz,3.97
Angle of Repose,Wallace Stegner,4.23
"Worm Holes (Quantum Roots, #2)",Kyle Keyes,4.30
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Alexander McCall Smith,3.80
Geek Love,Katherine Dunn,3.96
The Power of Myth,Joseph Campbell,4.24
"Love Story (Love Story, #1)",Erich Segal,3.63
Ivanhoe,Walter Scott,3.75
"Lover Revealed (Black Dagger Brotherhood, #4)",J.R. Ward,4.28
Sapiens: A Brief History of Humankind,Yuval Noah Harari,4.39
The Corrections,Jonathan Franzen,3.81
Message in a Bottle,Nicholas Sparks,3.97
"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella,3.67
Anthem,Ayn Rand,3.63
One Day,David Nicholls,3.80
"The Death Cure (The Maze Runner, #3)",James Dashner,3.78
The Holy Bible: King James Version,Anonymous,4.41
Where the Crawdads Sing,Delia Owens,4.46
Circe,Madeline Miller,4.26
Digital Fortress,Dan Brown,3.68
"Ender's Shadow (The Shadow Series, #1)",Orson Scott Card,4.30
"Glass Houses (The Morganville Vampires, #1)",Rachel Caine,3.91
It's Kind of a Funny Story,Ned Vizzini,4.09
The Shell Seekers,Rosamunde Pilcher,4.17
"Death on the Nile (Hercule Poirot, #18)",Agatha Christie,4.12
"Club Dead (Sookie Stackhouse, #3)",Charlaine Harris,4.00
"The Edge of Never (The Edge of Never, #1)",J.A. Redmerski,4.23
Walk Two Moons,Sharon Creech,3.97
The Witch of Blackbird Pond,Elizabeth George Speare,3.99
"A Canticle for Leibowitz (St. Leibowitz, #1)",Walter M. Miller Jr.,3.97
"Lover Avenged (Black Dagger Brotherhood, #7)",J.R. Ward,4.36
Song of Solomon,Toni Morrison,4.11
"Living Dead in Dallas (Sookie Stackhouse, #2)",Charlaine Harris,3.95
"Red Rising (Red Rising Saga, #1)",Pierce Brown,4.24
Battle Royale,Koushun Takami,4.19
"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,4.49
Ficciones,Jorge Luis Borges,4.43
Jude the Obscure,Thomas Hardy,3.82
"Call Me By Your Name (Call Me By Your Name, #1)",André Aciman,4.15
The Jungle Books,Rudyard Kipling,4.01
Collected Fictions,Jorge Luis Borges,4.58
The Story of My Life,Helen Keller,4.07
How to Win Friends and Influence People,Dale Carnegie,4.21
"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss,4.15
The Portrait of a Lady,Henry James,3.78
The Sorrows of Young Werther,Johann Wolfgang von Goethe,3.68
"Princess Academy (Princess Academy, #1)",Shannon Hale,4.01
Choke,Chuck Palahniuk,3.70
The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,4.17
My Name Is Asher Lev,Chaim Potok,4.22
"Rubinrot (Edelstein-Trilogie, #1)",Kerstin Gier,4.10
The Glass Castle,Jeannette Walls,4.29
Hard-Boiled Wonderland and the End of the World,Haruki Murakami,4.14
The Moon Is a Harsh Mistress,Robert A. Heinlein,4.15
"Something Wicked This Way Comes (Green Town, #2)",Ray Bradbury,3.92
Chasing the Devil: The Search for Africa's Fighting Spirit,Tim Butcher,4.12
Sharp Objects,Gillian Flynn,4.00
Still Alice,Lisa Genova,4.31
Because of Winn-Dixie,Kate DiCamillo,4.07
Survivor,Chuck Palahniuk,3.92
Cryptonomicon,Neal Stephenson,4.24
Howards End,E.M. Forster,3.95
The Namesake,Jhumpa Lahiri,4.00
The Invention of Hugo Cabret,Brian Selznick,4.20
"The Passage (The Passage, #1)",Justin Cronin,4.03
"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,3.99
"Antigone (The Theban Plays, #3)",Sophocles,3.67
Starship Troopers,Robert A. Heinlein,4.00
The Poetry of Robert Frost,Robert Frost,4.23
Around the World in Eighty Days,Jules Verne,3.94
"The Blood of Olympus (The Heroes of Olympus, #5)",Rick Riordan,4.41
The Sea of Tranquility,Katja Millay,4.29
"Small Gods (Discworld, #13)",Terry Pratchett,4.30
"Fire (Graceling Realm, #2)",Kristin Cashore,4.09
Shutter Island,Dennis Lehane,4.08
"Mary Poppins (Mary Poppins, #1)",P.L. Travers,4.02
"Linger (The Wolves of Mercy Falls, #2)",Maggie Stiefvater,3.88
"Finale (Hush, Hush, #4)",Becca Fitzpatrick,4.14
On Writing: A Memoir of the Craft,Stephen King,4.32
Nausea,Jean-Paul Sartre,3.92
An Abundance of Katherines,John Green,3.55
Mystic River,Dennis Lehane,4.14
"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,4.25
"Walking Disaster (Beautiful, #2)",Jamie McGuire,4.18
Pale Fire,Vladimir Nabokov,4.13
I Am the Messenger,Markus Zusak,4.03
House of Leaves,Mark Z. Danielewski,4.06
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.14
"Dandelion Wine (Green Town, #1)",Ray Bradbury,4.06
"An Ember in the Ashes (An Ember in the Ashes, #1)",Sabaa Tahir,4.26
Gift from the Sea,Anne Morrow Lindbergh,4.14
Exodus,Leon Uris,4.33
Revolutionary Road,Richard Yates,3.91
Wild Swans: Three Daughters of China,Jung Chang,4.24
"The Awakening (Darkest Powers, #2)",Kelley Armstrong,4.13
The Iliad,Homer,3.88
Cold Sassy Tree,Olive Ann Burns,4.02
Tender Is the Night,F. Scott Fitzgerald,3.80
Holy Bible: New International Version,Anonymous,4.58
"The Sparrow (The Sparrow, #1)",Mary Doria Russell,4.11
Ethan Frome,Edith Wharton,3.42
"The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,4.21
"The Reckoning (Darkest Powers, #3)",Kelley Armstrong,4.16
A Million Little Pieces,James Frey,3.66
"Forrest Gump (Forrest Gump, #1)",Winston Groom,4.04
"Dreamfever (Fever, #4)",Karen Marie Moning,4.38
"The Dark Tower (The Dark Tower, #7)",Stephen King,4.25
The Forgotten Garden,Kate Morton,4.13
"Gabriel's Inferno (Gabriel's Inferno, #1)",Sylvain Reynard,3.99
"Mort (Discworld, #4; Death, #1)",Terry Pratchett,4.22
"Absalom, Absalom!",William Faulkner,3.97
Illusions: The Adventures of a Reluctant Messiah,Richard Bach,4.14
Dark Places,Gillian Flynn,3.94
"The Hunt for Red October (Jack Ryan, #3)",Tom Clancy,4.09
The Hotel New Hampshire,John Irving,3.91
"Daughter of the Forest  (Sevenwaters, #1)",Juliet Marillier,4.25
"Kane & Abel (Kane & Abel, #1)",Jeffrey Archer,4.31
The Fall,Albert Camus,4.03
"Reflected in You (Crossfire, #2)",Sylvia Day,4.31
The Bridges of Madison County,Robert James Waller,3.64
The Gargoyle,Andrew Davidson,3.94
"Guilty Pleasures (Anita Blake, Vampire Hunter, #1)",Laurell K. Hamilton,4.02
"The Golden Lily (Bloodlines, #2)",Richelle Mead,4.29
Requiem for a Dream,Hubert Selby Jr.,4.08
"The Millennium Trilogy (Millennium Trilogy, #1-3)",Stieg Larsson,4.43
The Bonfire of the Vanities,Tom Wolfe,3.87
The Pact,Jodi Picoult,4.01
"Specials (Uglies, #3)",Scott Westerfeld,3.76
The Story of Edgar Sawtelle,David Wroblewski,3.62
"Lover Mine (Black Dagger Brotherhood, #8)",J.R. Ward,4.39
The Long Walk,Richard Bachman,4.09
Definitely Dead (Sookie Stackhouse #6),Charlaine Harris,4.00
"One Foot in the Grave (Night Huntress, #2)",Jeaniene Frost,4.28
"Dead as a Doornail (Sookie Stackhouse, #5)",Charlaine Harris,3.99
"Crank (Crank, #1)",Ellen Hopkins,4.15
Christy,Catherine Marshall,4.23
Orlando,Virginia Woolf,3.86
"84, Charing Cross Road",Helene Hanff,4.13
"Burned (House of Night, #7)",P.C. Cast,3.96
Shakespeare's Sonnets,William Shakespeare,4.24
Still Life with Woodpecker,Tom Robbins,4.02
Sometimes a Great Notion,Ken Kesey,4.23
"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,4.34
The Lucky One,Nicholas Sparks,4.12
"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,4.36
"The City of Ember (Book of Ember, #1)",Jeanne DuPrau,3.87
Where the Heart Is,Billie Letts,4.02
A Connecticut Yankee in King Arthur's Court,Mark Twain,3.76
Journey to the End of the Night,Louis-Ferdinand Céline,4.21
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.05
"Opal (Lux, #3)",Jennifer L. Armentrout,4.26
"Fablehaven (Fablehaven, #1)",Brandon Mull,4.10
The Agony and the Ecstasy,Irving Stone,4.06
"Will Grayson, Will Grayson",John Green,3.74
The House of Mirth,Edith Wharton,3.95
"Pandemonium (Delirium, #2)",Lauren Oliver,4.04
How Green Was My Valley,Richard Llewellyn,4.19
Naked Lunch,William S. Burroughs,3.45
"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,4.07
We,Yevgeny Zamyatin,3.91
"Night World, No. 1 (Night World, #1-3)",L.J. Smith,4.05
"Easy (Contours of the Heart, #1)",Tammara Webber,4.08
A Moveable Feast,Ernest Hemingway,4.02
Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,4.05
The Runaway Jury,John Grisham,4.00
A Man Called Ove,Fredrik Backman,4.36
"Thoughtless (Thoughtless, #1)",S.C. Stephens,4.09
Beach Music,Pat Conroy,4.17
"The Amulet of Samarkand (Bartimaeus, #1)",Jonathan Stroud,4.01
Deception Point,Dan Brown,3.73
"Bitten (Otherworld, #1)",Kelley Armstrong,4.01
The Brief Wondrous Life of Oscar Wao,Junot Díaz,3.89
Meditations,Marcus Aurelius,4.23
"The Wedding (The Notebook, #2)",Nicholas Sparks,3.98
The Fountainhead,Ayn Rand,3.87
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.25
"Into the Wild (Warriors, #1)",Erin Hunter,4.30
"Faefever (Fever, #3)",Karen Marie Moning,4.29
"Wizard and Glass (The Dark Tower, #4)",Stephen King,4.24
"All Together Dead (Sookie Stackhouse, #7)",Charlaine Harris,4.04
On the Beach,Nevil Shute,3.95
The Bhagavad Gita,Krishna-Dwaipayana Vyasa,4.14
"From Dead to Worse (Sookie Stackhouse, #8)",Charlaine Harris,4.00
"Onyx (Lux, #2)",Jennifer L. Armentrout,4.25
"Roll of Thunder, Hear My Cry (Logans, #4)",Mildred D. Taylor,3.86
Light in August,William Faulkner,3.92
"Finding Hope in the Darkness of Grief: Spiritual Insights Expressed Through Art, Poetry and Prose",Diamante Lavendar,4.32
"Passion (Fallen, #3)",Lauren Kate,3.86
Silas Marner,George Eliot,3.66
"Every Day (Every Day, #1)",David Levithan,3.92
Dead and Gone (Sookie Stackhouse #9),Charlaine Harris,4.01
Childhood's End,Arthur C. Clarke,4.11
This Lullaby,Sarah Dessen,4.02
"Fantasy Lover (Hunter Legends, #1)",Sherrilyn Kenyon,4.15
